,room_type_Entire home/apt,accommodates,gym,bedrooms,dishwasher,kitchen,longitude,room_type_Hotel room,latitude,refrigerator,cable_tv,pool,neighbourhood_Near North Side,reviews_per_month,neighbourhood_Albany Park,indoor_fireplace,minimum_nights,calculated_host_listings_count,availability_365,iron,neighbourhood_Loop,washer,room_type_Shared room,review_scores_rating,number_of_reviews,neighbourhood_Lincoln Park,neighbourhood_Washington Park,heating,hair_dryer,stove,neighbourhood_Lake View,neighbourhood_Logan Square,neighbourhood_Near West Side,room_type_Private room,maximum_nights,neighbourhood_East Garfield Park,hot_water,microwave,neighbourhood_South Chicago,neighbourhood_Uptown,neighbourhood_Belmont Cragin,neighbourhood_Oakland,neighbourhood_Englewood,neighbourhood_New City,neighbourhood_Austin,dryer,neighbourhood_Dunning
0,0,0.0,0,1.0,0,1,-87.5878,0,41.7879,1,0,0,0,0.8960880245566357,0,0,0.0,0.0,338,1,0,1,0,1.6074359097634274,5.220355825078324,0,0,1,1,1,0,0,0,1,4.499809670330265,0,2,1,0,0,0,0,0,0,0,2,0
1,1,0.6931471805599453,0,1.0,0,1,-87.68021,0,41.90166,1,0,0,0,1.199964782928397,0,0,0.6931471805599453,0.0,59,1,0,0,0,1.5390154481375546,5.993961427306569,0,0,1,1,1,0,0,0,0,4.0943445622221,0,1,1,0,0,0,0,0,0,0,1,0
2,1,1.3862943611198906,0,2.0,0,1,-87.63981,0,41.91196,1,1,0,0,-1.1394342831883648,0,0,1.3862943611198906,2.302585092994046,102,1,0,1,0,1.5040773967762742,3.332204510175204,1,0,1,1,1,0,0,0,0,5.19295685089021,0,1,1,0,0,0,0,0,0,0,2,0
3,1,0.6931471805599453,0,1.0,1,1,-87.63213,0,41.90491,1,1,0,1,-1.9661128563728327,0,0,1.9459101490553132,0.0,242,1,0,1,0,1.5539252025038417,2.3978952727983707,0,0,1,1,1,0,0,0,0,5.19295685089021,0,1,1,0,0,0,0,0,0,0,2,0
4,0,0.6931471805599453,0,1.0,0,0,-87.64947,0,41.92357,0,1,0,0,-2.3025850929940455,0,0,0.6931471805599453,0.0,165,1,0,0,0,1.6094379124341003,1.9459101490553132,1,0,1,1,0,0,0,0,1,1.9459101490553132,0,1,0,0,0,0,0,0,0,0,1,0
5,1,1.3862943611198906,0,2.0,1,1,-87.65889,0,41.8973,1,1,1,0,-2.3025850929940455,0,1,4.795790545596741,0.0,273,1,0,1,0,1.541159071680806,2.1972245773362196,0,0,1,1,1,0,0,0,0,7.025538314638521,0,1,1,0,0,0,0,0,0,0,2,0
6,1,1.0986122886681098,0,1.0,1,1,-87.656364,0,41.925961,1,1,0,0,-1.1086626245216111,0,0,3.4657359027997265,1.3862943611198906,252,1,0,1,0,1.451613827240533,3.6109179126442243,1,0,1,1,1,0,0,0,0,5.978885764901122,0,2,1,0,0,0,0,0,0,0,2,0
7,1,1.791759469228055,0,2.0,1,1,-87.65573,0,41.92499,1,1,0,0,0.43178241642553783,0,0,3.4657359027997265,1.3862943611198906,238,1,0,1,0,1.472472057360943,3.8501476017100584,1,0,1,1,1,0,0,0,0,5.703782474656201,0,1,1,0,0,0,0,0,0,0,2,0
8,1,1.791759469228055,0,3.0,1,1,-87.67931,0,41.92138,1,1,0,0,-0.23572233352106983,0,0,0.6931471805599453,0.0,175,1,0,1,0,1.545432582458188,4.574710978503383,0,0,1,1,1,0,1,0,0,2.302585092994046,0,1,1,0,0,0,0,0,0,0,2,0
9,0,0.6931471805599453,0,1.0,1,1,-87.66566999999999,0,41.97303,1,1,0,0,0.7227059828014898,0,1,1.0986122886681098,0.6931471805599453,0,1,0,1,0,1.6074359097634274,5.521460917862246,0,0,1,1,1,0,0,0,1,7.025538314638521,0,1,0,0,1,0,0,0,0,0,2,0
10,1,1.3862943611198906,0,1.0,1,1,-87.61871,0,41.84576,1,0,0,0,-1.7147984280919266,0,0,0.6931471805599453,0.0,260,1,0,1,0,1.5602476682433286,3.091042453358316,0,0,1,1,1,0,0,0,0,4.499809670330265,0,1,1,0,0,0,0,0,0,0,2,0
11,0,0.6931471805599453,0,1.0,0,1,-87.67934,0,41.89615,1,0,0,0,0.371563556432483,0,0,0.6931471805599453,0.6931471805599453,153,1,0,0,0,1.5748464676644813,4.290459441148391,0,0,1,1,1,0,0,0,1,4.499809670330265,0,1,1,0,0,0,0,0,0,0,1,0
12,0,0.6931471805599453,0,1.0,0,1,-87.67934,0,41.89615,1,0,0,0,0.5187937934151675,0,0,0.6931471805599453,0.6931471805599453,222,0,0,0,0,1.5933085305042167,4.430816798843313,0,0,1,1,1,0,0,0,1,4.499809670330265,0,1,1,0,0,0,0,0,0,0,1,0
13,0,0.0,0,1.0,1,1,-87.65225,0,41.96852,1,1,0,0,1.3887912413184778,0,1,1.0986122886681098,0.0,95,1,0,1,0,1.5830939370944985,5.087596335232384,0,0,1,1,1,0,0,0,1,5.8998973535824915,0,1,1,0,1,0,0,0,0,0,2,0
14,1,2.0794415416798357,0,3.0,1,1,-87.68121,0,41.94342,1,1,0,0,-0.616186139423817,0,1,0.6931471805599453,3.1354942159291497,331,1,0,1,0,1.556037135706985,3.6375861597263857,0,0,1,1,1,0,0,0,0,7.025538314638521,0,1,1,0,0,0,0,0,0,0,2,0
15,1,2.302585092994046,0,4.0,1,1,-87.63864000000001,0,41.912890000000004,1,1,0,0,1.7749523509116738,0,1,0.6931471805599453,3.1354942159291497,300,1,0,1,0,1.5602476682433286,4.127134385045092,1,0,1,1,1,0,0,0,0,7.025538314638521,0,1,1,0,0,0,0,0,0,0,2,0
16,1,0.6931471805599453,0,1.0,1,0,-87.72001999999999,0,41.96213,1,1,0,0,-1.171182981502945,1,0,3.332204510175204,0.6931471805599453,269,1,0,1,0,1.5706970841176697,3.4965075614664802,0,0,1,1,1,0,0,0,0,5.8998973535824915,0,1,1,0,0,0,0,0,0,0,2,0
17,1,1.6094379124341003,0,2.0,0,1,-87.70219,0,41.92918,1,0,0,0,1.766441661243765,0,0,1.0986122886681098,0.0,104,1,0,1,0,1.599387576580599,6.2878585601617845,0,0,1,1,1,0,1,0,0,7.025538314638521,0,1,1,0,0,0,0,0,0,0,2,0
18,0,0.0,0,1.0,0,1,-87.67775999999999,0,41.95888,1,0,0,0,0.7747271675523681,0,0,1.0986122886681098,0.0,93,1,0,1,0,1.599387576580599,5.176149732573829,0,0,1,1,1,0,0,0,1,4.787491742782046,0,2,1,0,0,0,0,0,0,0,2,0
19,1,1.0986122886681098,0,1.0,0,1,-87.60712,0,41.68843,1,0,0,0,1.0331844833456545,0,0,0.6931471805599453,0.6931471805599453,308,1,0,1,0,1.5871923034867805,5.605802066295998,0,0,1,1,1,0,0,0,0,7.025538314638521,0,1,1,0,0,0,0,0,0,0,2,0
20,1,0.0,0,1.0,0,1,-87.60786,0,41.68954,0,0,0,0,-1.0216512475319814,0,0,3.4011973816621555,0.6931471805599453,123,0,0,1,0,1.589235205116581,3.713572066704308,0,0,1,0,1,0,0,0,0,4.499809670330265,0,1,1,0,0,0,0,0,0,0,1,0
21,0,0.6931471805599453,0,1.0,0,1,-87.66235,0,41.96313,0,1,0,0,-3.2188758248682006,0,1,5.8998973535824915,1.0986122886681098,365,0,0,1,0,1.5040773967762742,1.3862943611198906,0,0,1,0,0,0,0,0,1,5.8998973535824915,0,0,0,0,1,0,0,0,0,0,1,0
22,1,0.6931471805599453,0,1.0,0,1,-87.62198000000001,0,41.85923,0,1,0,0,-0.7339691750802004,0,0,5.19295685089021,0.0,359,1,0,1,0,1.5769147207285403,3.6635616461296463,0,0,1,1,0,0,0,0,0,5.8998973535824915,0,1,0,0,0,0,0,0,0,0,2,0
23,1,0.6931471805599453,0,1.0,0,1,-87.6825,0,42.0076,1,1,0,0,-1.6607312068216509,0,0,3.4657359027997265,0.0,230,1,0,1,0,1.5810384379124025,3.091042453358316,0,0,1,1,1,0,0,0,0,4.499809670330265,0,1,1,0,0,0,0,0,0,0,2,0
24,1,0.6931471805599453,0,1.0,1,1,-87.63557,0,41.902120000000004,0,1,0,1,-0.579818495252942,0,1,3.4657359027997265,0.0,303,1,0,0,0,1.572773928062509,4.1588830833596715,0,0,1,1,1,0,0,0,0,7.025538314638521,0,1,0,0,0,0,0,0,0,0,2,0
25,1,1.0986122886681098,0,2.0,0,1,-87.64315,0,41.88413,0,1,0,0,0.03922071315328133,0,1,2.302585092994046,0.0,336,1,0,1,0,1.5830939370944985,4.174387269895637,0,0,1,1,0,0,0,1,0,5.19295685089021,0,1,0,0,0,0,0,0,0,0,2,0
26,0,0.6931471805599453,0,1.0,1,1,-87.70600999999999,0,41.92666,1,0,0,0,0.22314355131420976,0,0,0.6931471805599453,0.0,223,1,0,1,0,1.601405740736836,4.9344739331306915,0,0,1,1,1,0,1,0,1,5.8998973535824915,0,1,1,0,0,0,0,0,0,0,2,0
27,1,1.791759469228055,1,3.0,0,1,-87.64052,0,41.885670000000005,0,1,0,0,-2.120263536200091,0,1,5.886104031450156,0.0,364,0,0,1,0,1.410986973710262,2.302585092994046,0,0,1,0,0,0,0,1,0,6.633318433280377,0,0,0,0,0,0,0,0,0,0,1,0
28,0,0.0,0,1.0,0,1,-87.65675999999999,0,41.97806,1,0,0,0,-0.4307829160924542,0,0,3.4011973816621555,0.0,312,1,0,1,0,1.5623463049002497,4.143134726391533,0,0,1,1,0,0,0,0,1,7.025538314638521,0,1,1,0,0,0,0,0,0,0,2,0
29,1,1.3862943611198906,0,1.0,1,1,-87.68353,0,41.920629999999996,1,0,0,0,-0.08338160893905101,0,1,0.0,0.6931471805599453,0,1,0,1,0,1.5748464676644813,4.394449154672439,0,0,1,1,1,0,1,0,0,7.024649030453636,0,1,1,0,0,0,0,0,0,0,2,0
30,1,1.791759469228055,0,3.0,1,1,-87.64046,0,41.82712,1,1,0,0,0.19885085874516517,0,0,1.0986122886681098,0.6931471805599453,0,1,0,1,0,1.5769147207285403,3.912023005428146,0,0,1,1,1,0,0,0,0,4.499809670330265,0,1,1,0,0,0,0,0,0,0,2,0
31,1,1.791759469228055,0,2.0,1,1,-87.63934,0,41.82741,1,1,0,0,-0.579818495252942,0,0,1.3862943611198906,0.6931471805599453,0,1,0,1,0,1.556037135706985,3.6635616461296463,0,0,1,1,1,0,0,0,0,4.787491742782046,0,1,1,0,0,0,0,0,0,0,2,0
32,0,0.6931471805599453,0,1.0,0,0,-87.59459,0,41.80774,0,1,0,0,1.0331844833456545,0,1,0.6931471805599453,0.0,289,0,0,1,0,1.601405740736836,5.4680601411351315,0,0,1,1,0,0,0,0,1,2.0794415416798357,0,1,0,0,0,0,0,0,0,0,2,0
33,1,1.3862943611198906,0,2.0,1,1,-87.65491999999999,0,41.94107,1,1,0,0,1.6770965609079151,0,1,1.0986122886681098,0.0,261,1,0,1,0,1.589235205116581,6.336825731146441,0,0,1,1,1,1,0,0,0,2.6390573296152584,0,1,1,0,0,0,0,0,0,0,2,0
34,1,2.4849066497880004,0,3.0,1,1,-87.65704000000001,0,41.89629,1,1,0,0,1.1631508098056809,0,1,0.6931471805599453,0.6931471805599453,306,1,0,1,0,1.5748464676644813,5.4116460518550396,0,0,1,1,1,0,0,0,0,7.025538314638521,0,1,1,0,0,0,0,0,0,0,2,0
35,1,1.0986122886681098,0,2.0,0,1,-87.66933,0,41.88947,0,0,0,0,0.5596157879354227,0,0,1.6094379124341003,0.0,56,1,0,1,0,1.5129270120532565,5.25227342804663,0,0,1,1,0,0,0,0,0,5.8998973535824915,0,1,0,0,0,0,0,0,0,0,2,0
36,0,0.6931471805599453,1,1.0,0,1,-87.62271,0,41.86765,0,1,1,0,-0.6539264674066639,0,0,1.0986122886681098,0.0,0,0,1,1,0,1.5518087995974639,3.6375861597263857,0,0,1,1,0,0,0,0,1,7.025538314638521,0,1,0,0,0,0,0,0,0,0,2,0
37,1,1.3862943611198906,0,1.0,1,1,-87.69549,0,41.92518,1,0,0,0,1.8671761085128091,0,0,0.6931471805599453,0.0,0,1,0,0,0,1.5706970841176697,6.467698726104354,0,0,1,1,1,0,1,0,0,5.886104031450156,0,1,1,0,0,0,0,0,0,0,1,0
38,1,1.791759469228055,0,3.0,0,1,-87.67389,0,41.96978,0,1,0,0,-1.4696759700589417,0,1,1.9459101490553132,0.0,290,1,0,0,0,1.5623463049002497,2.6390573296152584,0,0,1,1,0,0,0,0,0,3.4011973816621555,0,0,0,0,1,0,0,0,0,0,1,0
39,1,1.3862943611198906,0,1.0,0,1,-87.6973,0,41.96678,1,0,0,0,1.244154593958768,0,0,0.6931471805599453,0.0,120,1,0,1,0,1.589235205116581,5.707110264748875,0,0,1,1,0,0,0,0,0,3.8066624897703196,0,1,1,0,0,0,0,0,0,0,2,0
40,1,1.3862943611198906,0,2.0,0,1,-87.69989,0,41.93142,1,0,0,0,0.959350221334602,0,0,1.0986122886681098,0.0,305,1,0,1,0,1.5830939370944985,5.560681631015528,0,0,1,1,1,0,1,0,0,7.025538314638521,0,1,1,0,0,0,0,0,0,0,2,0
41,1,1.0986122886681098,0,1.0,0,1,-87.6156,0,41.82295,1,1,0,0,0.8586616190375187,0,0,1.0986122886681098,0.6931471805599453,334,1,0,1,0,1.5769147207285403,5.442417710521793,0,0,1,1,0,0,0,0,0,3.4657359027997265,0,0,1,0,0,0,0,0,0,0,2,0
42,0,0.6931471805599453,0,1.0,0,0,-87.6831,0,41.96528,1,0,0,0,-0.15082288973458366,0,0,0.6931471805599453,0.6931471805599453,169,1,0,1,0,1.5040773967762742,3.8066624897703196,0,0,1,1,0,0,0,0,1,3.8066624897703196,0,1,0,0,0,0,0,0,0,0,2,0
43,0,1.3862943611198906,0,1.0,1,1,-87.66039,0,41.88986,1,0,0,0,0.9162907318741551,0,0,0.6931471805599453,1.6094379124341003,310,1,0,1,0,1.4996230464268938,4.852030263919617,0,0,1,1,1,0,0,0,1,4.787491742782046,0,1,1,0,0,0,0,0,0,0,2,0
44,0,1.3862943611198906,0,1.0,1,1,-87.66069,0,41.89001,1,0,0,0,1.3480731482996928,0,0,0.0,1.6094379124341003,283,1,0,1,0,1.5040773967762742,4.962844630259907,0,0,1,1,1,0,0,0,1,4.382026634673881,0,1,1,0,0,0,0,0,0,0,2,0
45,0,0.0,0,1.0,0,1,-87.67768000000001,0,41.9333,1,1,0,0,0.6729444732424258,0,0,1.9459101490553132,0.0,0,1,0,1,0,1.5769147207285403,5.081404364984463,0,0,1,1,0,0,0,0,1,4.0943445622221,0,1,1,0,0,0,0,0,0,0,2,0
46,0,0.6931471805599453,0,1.0,1,1,-87.66254,0,41.89134,1,0,0,0,0.47000362924573563,0,0,0.0,1.6094379124341003,283,1,0,1,0,1.5129270120532565,4.584967478670572,0,0,1,1,1,0,0,0,1,4.8283137373023015,0,1,1,0,0,0,0,0,0,0,2,0
47,0,0.6931471805599453,0,1.0,0,1,-87.66449,0,41.99688,1,0,0,0,0.03922071315328133,0,0,0.6931471805599453,0.6931471805599453,318,1,0,1,0,1.5871923034867805,4.418840607796598,0,0,1,1,1,0,0,0,1,3.4339872044851463,0,1,1,0,0,0,0,0,0,0,2,0
48,1,1.3862943611198906,0,2.0,1,1,-87.67171,0,41.94256,1,1,0,0,0.44468582126144574,0,1,1.6094379124341003,0.0,0,1,0,1,0,1.6094379124341003,4.04305126783455,0,0,1,1,1,1,0,0,0,2.6390573296152584,0,1,1,0,0,0,0,0,0,0,2,0
49,0,1.3862943611198906,1,3.0,0,0,-87.67323,0,41.90765,1,1,0,0,-0.19845093872383832,0,0,0.6931471805599453,2.302585092994046,0,1,0,1,0,1.572773928062509,3.6888794541139363,0,0,1,1,1,0,0,0,1,5.8998973535824915,0,0,1,0,0,0,0,0,0,0,1,0
50,0,0.6931471805599453,0,1.0,1,1,-87.75747,0,41.99178,1,1,0,0,-0.37106368139083207,0,1,1.0986122886681098,0.6931471805599453,338,1,0,1,0,1.601405740736836,4.219507705176107,0,0,1,1,1,0,0,0,1,5.19295685089021,0,1,1,0,0,0,0,0,0,0,2,0
51,0,0.6931471805599453,0,1.0,1,1,-87.75746,0,41.99405,1,1,0,0,-0.37106368139083207,0,1,1.0986122886681098,0.6931471805599453,328,1,0,1,0,1.5933085305042167,4.189654742026425,0,0,1,1,1,0,0,0,1,5.19295685089021,0,0,1,0,0,0,0,0,0,0,2,0
52,0,0.0,0,1.0,0,1,-87.68279,0,41.99373,0,1,0,0,-1.1394342831883648,0,0,1.0986122886681098,0.0,340,1,0,1,0,1.5851452198650557,3.258096538021482,0,0,1,1,0,0,0,0,1,2.302585092994046,0,1,0,0,0,0,0,0,0,0,2,0
53,1,1.3862943611198906,0,2.0,1,1,-87.6335,0,41.90437,1,1,0,1,0.45107561936021673,0,1,3.4011973816621555,0.6931471805599453,186,1,0,1,0,1.5830939370944985,5.0238805208462765,0,0,1,1,1,0,0,0,0,7.025538314638521,0,1,1,0,0,0,0,0,0,0,2,0
54,0,0.6931471805599453,0,1.0,1,1,-87.66226999999999,0,41.889990000000004,1,0,0,0,0.9555114450274363,0,0,0.6931471805599453,1.6094379124341003,277,1,0,1,0,1.4816045409242156,4.882801922586371,0,0,1,1,1,0,0,0,1,4.787491742782046,0,1,1,0,0,0,0,0,0,0,2,0
55,1,0.6931471805599453,0,1.0,0,1,-87.65196,0,41.939029999999995,0,0,0,0,1.8931119634883424,0,0,0.6931471805599453,1.3862943611198906,18,1,0,1,0,1.545432582458188,6.455198563340122,0,0,1,1,0,1,0,0,0,4.174387269895637,0,0,1,0,0,0,0,0,0,0,2,0
56,0,0.6931471805599453,0,2.0,1,1,-87.70421999999999,0,41.922779999999996,1,0,0,0,0.0,0,0,0.6931471805599453,1.0986122886681098,339,0,0,0,0,1.449269160281279,4.290459441148391,0,0,1,1,0,0,1,0,1,5.8998973535824915,0,1,0,0,0,0,0,0,0,0,1,0
57,1,1.6094379124341003,0,3.0,1,1,-87.69762,0,41.92595,1,1,0,0,0.4885800148186709,0,0,0.6931471805599453,0.0,259,1,0,1,0,1.5810384379124025,4.912654885736052,0,0,1,1,1,0,1,0,0,5.8998973535824915,0,1,1,0,0,0,0,0,0,0,2,0
58,1,1.3862943611198906,0,2.0,0,1,-87.68144000000001,0,41.9765,1,1,0,0,0.9477893989335261,0,0,3.332204510175204,0.0,135,1,0,1,0,1.5810384379124025,5.231108616854587,0,0,1,1,1,0,0,0,0,4.499809670330265,0,1,1,0,0,0,0,0,0,0,2,0
59,1,1.0986122886681098,1,1.0,0,1,-87.61568,0,41.88604,0,1,1,0,-1.8325814637483102,0,1,3.4339872044851463,4.48863636973214,293,1,1,1,0,1.547562508716013,2.5649493574615367,0,0,1,1,0,0,0,0,0,7.022868086082641,0,0,0,0,0,0,0,0,0,0,2,0
60,1,1.3862943611198906,0,3.0,1,1,-87.71836,0,41.93115,1,0,0,0,-1.4271163556401458,0,0,3.4657359027997265,1.0986122886681098,254,1,0,1,0,1.5644405465033646,3.1354942159291497,0,0,1,1,1,0,1,0,0,7.025538314638521,0,1,1,0,0,0,0,0,0,0,2,0
61,1,0.6931471805599453,0,1.0,1,1,-87.64935,0,41.886759999999995,1,1,0,0,1.9615022438151495,0,0,0.6931471805599453,0.6931471805599453,88,1,0,1,0,1.5871923034867805,5.638354669333745,0,0,1,1,1,0,0,1,0,4.787491742782046,0,1,1,0,0,0,0,0,0,0,2,0
62,0,0.6931471805599453,0,1.0,0,1,-87.68335,0,41.94802,0,1,0,0,0.25464221837358075,0,0,0.6931471805599453,0.6931471805599453,0,0,0,1,0,1.572773928062509,4.852030263919617,0,0,1,0,1,0,0,0,1,2.6390573296152584,0,0,0,0,0,0,0,0,0,0,1,0
63,0,0.6931471805599453,0,1.0,0,1,-87.66183000000001,0,41.96198,0,1,0,0,-4.605170185988091,0,1,5.8998973535824915,1.0986122886681098,365,0,0,1,0,-4.605170185988091,-4.605170185988091,0,0,1,0,0,0,0,0,1,5.8998973535824915,0,0,0,0,1,0,0,0,0,0,1,0
64,1,1.6094379124341003,0,3.0,0,1,-87.66319,0,41.96209,0,1,0,0,-1.8971199848858813,0,1,5.8998973535824915,1.0986122886681098,365,0,0,1,0,1.5623463049002497,2.772588722239781,0,0,1,0,0,0,0,0,0,5.8998973535824915,0,0,0,0,1,0,0,0,0,0,1,0
65,0,0.6931471805599453,0,1.0,0,1,-87.68788,0,42.016529999999996,1,0,0,0,0.636576829071551,0,0,0.0,2.8903717578961645,179,1,0,1,1,1.5390154481375546,4.9344739331306915,0,0,1,1,1,0,0,0,0,6.802394763324311,0,1,1,0,0,0,0,0,0,0,2,0
66,1,1.3862943611198906,0,1.0,1,1,-87.68279,0,41.92107,1,0,0,0,-0.579818495252942,0,1,0.0,0.6931471805599453,282,1,0,1,0,1.5496879080283263,4.02535169073515,0,0,1,1,1,0,1,0,0,7.025538314638521,0,0,1,0,0,0,0,0,0,0,2,0
67,1,1.3862943611198906,0,1.0,0,1,-87.67657,0,41.9024,1,1,0,0,-0.08338160893905101,0,0,3.332204510175204,0.0,252,1,0,1,0,1.5830939370944985,4.465908118654584,0,0,1,1,1,0,0,0,0,5.8998973535824915,0,1,0,0,0,0,0,0,0,0,2,0
68,1,1.791759469228055,0,2.0,0,1,-87.64656,0,41.94382,0,1,0,0,-1.6094379124341003,0,0,3.4657359027997265,1.0986122886681098,196,0,0,1,0,1.4422019930581866,2.70805020110221,0,0,1,0,0,1,0,0,0,7.025538314638521,0,0,0,0,0,0,0,0,0,0,1,0
69,0,0.6931471805599453,0,3.0,1,1,-87.66079,0,41.92218,1,1,0,0,0.14842000511827322,0,1,0.6931471805599453,0.6931471805599453,181,1,0,1,0,1.5973653311998313,4.584967478670572,1,0,1,1,1,0,0,0,1,7.025538314638521,0,1,1,0,0,0,0,0,0,0,2,0
70,1,1.0986122886681098,0,1.0,1,1,-87.65423,0,41.85954,1,1,0,0,0.8415671856782185,0,0,1.9459101490553132,0.6931471805599453,19,1,0,1,0,1.5933085305042167,5.111987788356544,0,0,1,1,1,0,0,0,0,7.025538314638521,0,1,1,0,0,0,0,0,0,0,2,0
71,1,1.3862943611198906,0,2.0,0,1,-87.6573,0,41.92546,0,1,0,0,-0.7985076962177716,0,0,3.4657359027997265,1.3862943611198906,287,1,0,0,0,1.4350845252893227,3.6109179126442243,1,0,1,1,0,0,0,0,0,5.703782474656201,0,0,0,0,0,0,0,0,0,0,1,0
72,1,1.6094379124341003,0,2.0,0,1,-87.65796999999999,0,41.93153,0,0,0,0,-4.605170185988091,0,0,3.4657359027997265,1.3862943611198906,16,0,0,0,0,-4.605170185988091,-4.605170185988091,1,0,0,0,0,0,0,0,0,5.886104031450156,0,0,0,0,0,0,0,0,0,0,0,0
73,0,0.6931471805599453,0,1.0,0,1,-87.71212,0,41.92708,1,1,0,0,0.3920420877760237,0,1,0.6931471805599453,0.0,133,1,0,1,0,1.6074359097634274,4.976733742420574,0,0,1,1,0,0,1,0,1,7.025538314638521,0,1,1,0,0,0,0,0,0,0,2,0
74,1,0.6931471805599453,0,1.0,1,1,-87.64005999999999,0,41.91215,1,0,0,0,1.2412685890696329,0,1,0.6931471805599453,0.0,166,1,0,0,0,1.5933085305042167,5.820082930352362,1,0,1,1,1,0,0,0,0,3.332204510175204,0,1,1,0,0,0,0,0,0,0,1,0
75,0,0.6931471805599453,0,1.0,1,1,-87.69801,0,41.88538,1,1,0,0,-1.3470736479666092,0,1,1.0986122886681098,0.0,251,1,0,1,0,1.5912739418064292,3.1354942159291497,0,0,1,1,1,0,0,0,1,7.025538314638521,1,1,0,0,0,0,0,0,0,0,2,0
76,0,0.6931471805599453,0,1.0,1,1,-87.66685,0,41.9055,1,1,0,0,0.45107561936021673,0,1,1.0986122886681098,0.0,0,1,0,1,0,1.5769147207285403,4.890349128221754,0,0,1,0,1,0,0,0,1,4.0943445622221,0,1,1,0,0,0,0,0,0,0,1,0
77,1,2.0794415416798357,0,3.0,1,1,-87.65659000000001,0,41.89602,0,0,0,0,1.4539530095937054,0,0,0.0,2.833213344056216,332,1,0,1,0,1.5973653311998313,5.730099782973574,0,0,1,1,0,0,0,0,0,7.025538314638521,0,0,0,0,0,0,0,0,0,0,2,0
78,0,0.6931471805599453,0,1.0,0,0,-87.66853,0,42.00588,0,1,0,0,0.9477893989335261,0,0,0.6931471805599453,1.3862943611198906,341,1,0,1,0,1.6054298910365616,5.351858133476067,0,0,1,1,0,0,0,0,1,4.499809670330265,0,1,0,0,0,0,0,0,0,0,2,0
79,0,0.6931471805599453,0,1.0,0,0,-87.66842,0,42.00477,1,1,0,0,0.9001613499442714,0,0,0.6931471805599453,1.3862943611198906,341,1,0,1,0,1.6034198401085373,5.497168225293202,0,0,1,1,0,0,0,0,1,4.499809670330265,0,1,0,0,0,0,0,0,0,0,2,0
80,0,0.6931471805599453,0,1.0,0,0,-87.66807,0,42.00378,0,1,0,0,0.9895411936137477,0,0,0.6931471805599453,1.3862943611198906,341,1,0,1,0,1.5933085305042167,5.459585514144159,0,0,1,1,0,0,0,0,1,4.499809670330265,0,1,0,0,0,0,0,0,0,0,2,0
81,1,1.3862943611198906,0,2.0,0,1,-87.67058,0,42.00456,1,0,0,0,0.6575200029167941,0,0,0.6931471805599453,1.3862943611198906,303,1,0,1,0,1.5933085305042167,5.220355825078324,0,0,1,1,1,0,0,0,0,4.499809670330265,0,1,1,0,0,0,0,0,0,0,2,0
82,1,0.6931471805599453,1,1.0,0,1,-87.62593000000001,0,41.89395,0,1,1,1,-1.1394342831883648,0,0,3.4011973816621555,1.0986122886681098,306,0,0,1,0,1.5238800240724537,3.4011973816621555,0,0,1,0,0,0,0,0,0,5.8998973535824915,0,0,0,0,0,0,0,0,0,0,1,0
83,0,1.3862943611198906,0,1.0,0,1,-87.70852,0,41.854279999999996,0,0,0,0,-2.5257286443082556,0,0,0.6931471805599453,1.3862943611198906,0,0,0,1,0,1.4279160358107101,1.791759469228055,0,0,1,0,0,0,0,0,1,7.025538314638521,0,0,0,0,0,0,0,0,0,0,1,0
84,0,1.3862943611198906,0,1.0,0,1,-87.70852,0,41.8544,0,0,0,0,-0.7550225842780328,0,0,0.6931471805599453,1.3862943611198906,79,0,0,1,0,1.4816045409242156,2.302585092994046,0,0,1,0,0,0,0,0,1,7.025538314638521,0,1,0,0,0,0,0,0,0,0,1,0
85,0,1.3862943611198906,0,1.0,0,1,-87.70801999999999,0,41.85454,0,0,0,0,-1.9661128563728327,0,0,0.6931471805599453,1.3862943611198906,0,0,0,1,0,1.3862943611198906,1.6094379124341003,0,0,1,0,0,0,0,0,1,7.025538314638521,0,1,0,0,0,0,0,0,0,0,1,0
86,1,1.0986122886681098,1,1.0,1,1,-87.62468,0,41.85395,1,1,1,0,-1.4696759700589417,0,0,3.332204510175204,4.48863636973214,356,1,0,1,0,1.6094379124341003,3.1354942159291497,0,0,1,1,1,0,0,0,0,7.023758954738443,0,1,1,0,0,0,0,0,0,0,2,0
87,1,0.6931471805599453,0,2.0,0,1,-87.65236,0,41.97271,1,0,0,0,-0.37106368139083207,0,0,1.6094379124341003,0.0,4,1,0,1,0,1.55814461804655,3.871201010907891,0,0,1,1,1,0,0,0,0,5.991464547107982,0,1,1,0,1,0,0,0,0,0,2,0
88,1,0.6931471805599453,0,1.0,0,1,-87.64226,0,41.92655,0,0,0,0,2.262804222982201,0,0,0.6931471805599453,1.3862943611198906,13,1,0,1,0,1.55814461804655,6.311734809152915,1,0,1,1,0,0,0,0,0,5.0106352940962555,0,0,0,0,0,0,0,0,0,0,2,0
89,1,0.6931471805599453,0,1.0,0,1,-87.64346,0,41.941390000000006,0,0,0,0,1.6956156086751528,0,0,0.6931471805599453,1.3862943611198906,16,1,0,1,0,1.5325568680981427,6.246106765481563,0,0,1,1,0,1,0,0,0,2.6390573296152584,0,0,0,0,0,0,0,0,0,0,2,0
